x,y,cluster
9.33,1.56,3
9.33,1.56,3
19.879999,1.76,1
26.42,4.9,0
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,2.73,1
19.879999,1.76,1
19.879999,1.76,1
39.200001,1.76,2
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.84,1
19.879999,0.19,1
19.879999,0.27,1
19.879999,2.73,1
19.879999,1.57,1
19.879999,5.89,0
19.879999,1.76,1
19.879999,0.21,1
19.879999,1.76,1
19.879999,1.57,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
16.1,1.57,1
18.1,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.86,1
18.1,4.36,0
24.700001,2.51,1
19.879999,1.16,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
16.4,1.76,1
16.4,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,5.52,0
19.879999,1.76,1
19.879999,1.76,1
19.879999,1.76,1
19.879999,5.52,0
19.879999,1.76,1
19.879999,5.52,0
19.879999,5.52,0
19.879999,5.52,0
19.879999,1.76,1
19.879999,5.96,0
19.879999,1.76,1
19.879999,5.52,0
19.879999,1.76,1
19.879999,1.76,1
20.4,5.52,0
19.879999,0.82,1
19.879999,5.52,0
19.879999,5.52,0
19.879999,1.76,1
19.879999,5.52,0
19.879999,0.82,1
19.879999,1.76,1
19.879999,5.52,0
19.879999,5.52,0
