x,y,cluster
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
26.42,4.9,1
-32.41,44.48,2
39.150002,-2.74,1
9.33,1.56,5
-36.509998,26.870001,2
-7.78,42.310001,4
-2.29,3.05,5
20.530001,28.02,4
28.799999,9.51,1
2.67,0.32,5
32.509998,9.73,1
-41.450001,-6.6,0
40.830002,1.52,1
26.959999,6.07,1
39.709999,-5.57,1
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
-6.41,3.33,5
-32.41,44.48,2
39.150002,-2.74,1
29.0,4.9,1
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
30.700001,33.130001,3
39.150002,-2.74,1
26.42,4.9,1
-32.41,44.48,2
26.530001,6.09,1
19.879999,1.76,1
-32.41,44.48,2
39.150002,-1.6,1
26.42,4.9,1
9.79,33.130001,4
26.530001,7.1,1
9.33,1.56,5
-36.509998,26.870001,2
-23.799999,6.09,0
19.879999,1.76,1
9.79,33.130001,4
-2.5,24.5,4
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
26.42,4.9,1
-32.41,37.0,2
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
-2.5,24.5,4
19.879999,1.76,1
-32.41,44.48,2
26.530001,6.09,1
19.879999,1.76,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
-32.41,44.48,2
-31.9,21.700001,2
-6.41,3.05,5
-32.41,44.48,2
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
9.79,33.130001,4
39.150002,-1.6,1
-6.41,3.05,5
9.79,33.130001,4
-35.599998,24.5,2
19.879999,1.76,1
-32.41,44.48,2
39.150002,-1.6,1
19.879999,1.76,1
-32.41,44.48,2
-2.5,24.5,4
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
19.879999,1.76,1
43.099998,33.130001,3
-35.599998,24.5,2
19.879999,1.76,1
9.79,33.130001,4
33.5,24.5,3
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,0.19,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
-32.41,44.48,2
-2.5,24.5,4
19.879999,1.76,1
9.79,32.0,4
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
33.5,27.9,3
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
30.299999,33.130001,3
39.150002,-1.6,1
19.879999,2.73,1
9.79,33.130001,4
33.5,27.9,3
19.879999,1.84,1
9.79,32.0,4
39.150002,-1.6,1
19.879999,0.19,1
9.79,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
-32.41,44.48,2
-2.5,24.5,4
19.879999,1.76,1
-32.41,44.48,2
-2.5,24.5,4
39.200001,1.76,1
9.79,33.130001,4
33.5,27.9,3
19.879999,1.76,1
9.79,33.130001,4
-36.200001,6.09,0
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
9.79,32.0,4
44.200001,-1.6,1
19.879999,1.84,1
-32.41,44.48,2
-2.5,24.5,4
19.879999,0.19,1
9.79,33.130001,4
39.150002,13.8,1
-28.799999,1.84,0
9.79,32.0,4
39.150002,-1.6,1
19.879999,1.84,1
9.79,33.130001,4
33.5,16.200001,1
19.879999,2.73,1
9.79,32.0,4
39.150002,-1.6,1
39.200001,1.76,1
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
-31.5,1.76,0
16.08,26.620001,4
-44.619999,-0.3,0
0.1,1.76,5
9.79,32.0,4
44.200001,-1.6,1
19.879999,1.84,1
-32.41,32.700001,2
39.150002,13.8,1
-18.5,0.19,5
9.79,33.130001,4
-2.5,24.5,4
19.879999,0.19,1
9.79,33.130001,4
26.530001,6.09,1
19.879999,0.27,1
9.79,33.130001,4
39.150002,13.8,1
19.879999,2.73,1
-14.8,44.48,2
35.0,24.5,3
19.879999,1.84,1
9.79,32.0,4
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
19.879999,1.57,1
-14.8,44.48,2
35.0,24.5,3
19.879999,5.89,1
9.79,41.0,4
-2.5,24.5,4
-18.5,5.72,5
8.4,33.130001,4
39.150002,-1.6,1
2.3,1.76,5
16.08,26.620001,4
26.530001,6.09,1
19.879999,1.76,1
-29.700001,33.130001,2
-44.619999,-0.3,0
19.879999,0.21,1
27.5,33.130001,3
44.200001,-1.6,1
0.1,1.76,5
9.79,32.0,4
39.150002,22.9,3
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
-27.0,1.57,0
8.4,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
-29.700001,33.130001,2
35.0,24.5,3
19.879999,1.57,1
-14.8,44.48,2
-44.619999,-0.3,0
19.879999,1.57,1
8.4,33.130001,4
39.150002,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
-6.41,3.33,5
27.5,33.130001,3
8.9,31.0,4
31.299999,0.21,1
16.08,26.620001,4
-44.619999,-2.99,0
-6.41,3.33,5
16.08,26.620001,4
26.530001,6.09,1
19.879999,1.76,1
9.79,33.130001,4
-33.400002,-2.99,0
19.879999,1.76,1
-29.700001,33.130001,2
35.0,24.5,3
19.879999,1.76,1
-29.700001,33.130001,2
35.0,24.5,3
-43.900002,5.72,0
8.4,33.130001,4
-44.619999,-0.3,0
16.1,1.57,1
21.9,44.48,3
44.200001,-1.6,1
19.879999,1.76,1
9.79,33.130001,4
26.530001,6.09,1
-6.41,3.33,5
16.08,26.620001,4
-44.619999,-2.99,0
18.1,1.76,1
-29.700001,33.130001,2
-44.619999,-0.3,0
-43.900002,5.72,0
8.4,33.130001,4
35.0,24.5,3
-6.41,3.33,5
16.08,26.620001,4
35.0,24.5,3
