x,y,cluster
25.32,12.42,0
36.880001,7.18,3
25.32,12.42,0
25.32,12.42,0
36.880001,7.18,3
25.32,12.42,0
36.880001,7.18,3
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
36.880001,7.18,3
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
36.880001,7.18,3
25.32,5.2,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.6,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,0.3,1
25.32,7.3,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,23.9,2
25.32,22.200001,2
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,23.9,2
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.9,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.9,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,13.8,0
25.32,12.42,0
23.6,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,17.200001,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,17.200001,0
25.32,12.42,0
25.32,6.0,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
22.799999,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,6.0,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,6.0,1
19.6,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
32.0,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,17.6,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
23.4,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,4.3,1
25.32,12.42,0
23.4,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,7.8,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.1,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,11.5,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,22.5,2
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.6,22.5,2
25.32,24.6,2
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.299999,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,12.42,0
25.32,9.6,1
25.32,12.42,0
25.32,12.42,0
