x,y,cluster
15.46,28.52,0
8.48,32.630001,3
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
9.7,32.299999,3
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
18.799999,15.6,2
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
15.46,28.52,0
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
-4.8,28.52,1
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
-3.5,28.52,1
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
-3.5,28.52,1
15.46,28.52,0
-3.5,28.52,1
-3.5,28.52,1
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
-3.8,28.52,1
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
15.46,28.52,0
