x,y,cluster
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
26.42,4.9,2
-32.41,44.48,4
39.150002,-2.74,2
9.33,1.56,2
-36.509998,26.870001,4
-7.78,42.310001,0
-2.29,3.05,3
20.530001,28.02,0
28.799999,9.51,2
2.67,0.32,3
32.509998,9.73,2
-41.450001,-6.6,1
40.830002,1.52,2
26.959999,6.07,2
39.709999,-5.57,2
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
-6.41,3.33,3
-32.41,44.48,4
39.150002,-2.74,2
29.0,4.9,2
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
30.700001,33.130001,5
39.150002,-2.74,2
26.42,4.9,2
-32.41,44.48,4
26.530001,6.09,2
19.879999,1.76,2
-32.41,44.48,4
39.150002,-1.6,2
26.42,4.9,2
9.79,33.130001,0
26.530001,7.1,2
9.33,1.56,2
-36.509998,26.870001,4
-23.799999,6.09,3
19.879999,1.76,2
9.79,33.130001,0
-2.5,24.5,0
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
26.42,4.9,2
-32.41,37.0,4
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
-2.5,24.5,0
19.879999,1.76,2
-32.41,44.48,4
26.530001,6.09,2
19.879999,1.76,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
-32.41,44.48,4
-31.9,21.700001,4
-6.41,3.05,3
-32.41,44.48,4
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
9.79,33.130001,0
39.150002,-1.6,2
-6.41,3.05,3
9.79,33.130001,0
-35.599998,24.5,4
19.879999,1.76,2
-32.41,44.48,4
39.150002,-1.6,2
19.879999,1.76,2
-32.41,44.48,4
-2.5,24.5,0
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
19.879999,1.76,2
43.099998,33.130001,5
-35.599998,24.5,4
19.879999,1.76,2
9.79,33.130001,0
33.5,24.5,5
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,0.19,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
-32.41,44.48,4
-2.5,24.5,0
19.879999,1.76,2
9.79,32.0,0
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
33.5,27.9,5
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
30.299999,33.130001,5
39.150002,-1.6,2
19.879999,2.73,2
9.79,33.130001,0
33.5,27.9,5
19.879999,1.84,2
9.79,32.0,0
39.150002,-1.6,2
19.879999,0.19,2
9.79,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
-32.41,44.48,4
-2.5,24.5,0
19.879999,1.76,2
-32.41,44.48,4
-2.5,24.5,0
39.200001,1.76,2
9.79,33.130001,0
33.5,27.9,5
19.879999,1.76,2
9.79,33.130001,0
-36.200001,6.09,1
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
9.79,32.0,0
44.200001,-1.6,2
19.879999,1.84,2
-32.41,44.48,4
-2.5,24.5,0
19.879999,0.19,2
9.79,33.130001,0
39.150002,13.8,5
-28.799999,1.84,1
9.79,32.0,0
39.150002,-1.6,2
19.879999,1.84,2
9.79,33.130001,0
33.5,16.200001,5
19.879999,2.73,2
9.79,32.0,0
39.150002,-1.6,2
39.200001,1.76,2
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
-31.5,1.76,1
16.08,26.620001,0
-44.619999,-0.3,1
0.1,1.76,3
9.79,32.0,0
44.200001,-1.6,2
19.879999,1.84,2
-32.41,32.700001,4
39.150002,13.8,5
-18.5,0.19,3
9.79,33.130001,0
-2.5,24.5,0
19.879999,0.19,2
9.79,33.130001,0
26.530001,6.09,2
19.879999,0.27,2
9.79,33.130001,0
39.150002,13.8,5
19.879999,2.73,2
-14.8,44.48,4
35.0,24.5,5
19.879999,1.84,2
9.79,32.0,0
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,1.57,2
-14.8,44.48,4
35.0,24.5,5
19.879999,5.89,2
9.79,41.0,0
-2.5,24.5,0
-18.5,5.72,3
8.4,33.130001,0
39.150002,-1.6,2
2.3,1.76,3
16.08,26.620001,0
26.530001,6.09,2
19.879999,1.76,2
-29.700001,33.130001,4
-44.619999,-0.3,1
19.879999,0.21,2
27.5,33.130001,5
44.200001,-1.6,2
0.1,1.76,3
9.79,32.0,0
39.150002,22.9,5
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
-27.0,1.57,1
8.4,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
-29.700001,33.130001,4
35.0,24.5,5
19.879999,1.57,2
-14.8,44.48,4
-44.619999,-0.3,1
19.879999,1.57,2
8.4,33.130001,0
39.150002,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
-6.41,3.33,3
27.5,33.130001,5
8.9,31.0,0
31.299999,0.21,2
16.08,26.620001,0
-44.619999,-2.99,1
-6.41,3.33,3
16.08,26.620001,0
26.530001,6.09,2
19.879999,1.76,2
9.79,33.130001,0
-33.400002,-2.99,1
19.879999,1.76,2
-29.700001,33.130001,4
35.0,24.5,5
19.879999,1.76,2
-29.700001,33.130001,4
35.0,24.5,5
-43.900002,5.72,1
8.4,33.130001,0
-44.619999,-0.3,1
16.1,1.57,2
21.9,44.48,0
44.200001,-1.6,2
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
18.1,1.76,2
-29.700001,33.130001,4
-44.619999,-0.3,1
-43.900002,5.72,1
8.4,33.130001,0
35.0,24.5,5
-6.41,3.33,3
16.08,26.620001,0
35.0,24.5,5
19.879999,1.76,2
-29.700001,33.130001,4
26.530001,6.09,2
19.879999,2.51,2
9.79,33.130001,0
26.530001,6.09,2
19.879999,1.76,2
-29.700001,33.130001,4
35.0,24.5,5
19.879999,1.76,2
9.79,33.130001,0
-44.619999,-2.99,1
-6.41,3.33,3
16.08,26.620001,0
-33.400002,2.7,1
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
19.879999,0.38,2
9.79,33.130001,0
26.530001,6.09,2
19.879999,1.76,2
9.79,32.299999,0
26.530001,6.09,2
19.879999,1.86,2
-29.700001,33.130001,4
-44.619999,-0.3,1
18.1,4.36,2
-29.700001,33.130001,4
35.0,24.5,5
24.700001,2.51,2
9.79,33.130001,0
-33.400002,2.7,1
-24.5,3.33,3
16.08,25.1,0
26.530001,6.09,2
1.6,5.72,3
8.4,33.130001,0
-44.619999,-2.99,1
19.879999,1.76,2
9.79,33.130001,0
26.530001,6.09,2
-6.41,3.33,3
16.08,26.620001,0
-44.619999,-2.99,1
24.700001,2.51,2
9.79,32.299999,0
26.530001,6.09,2
19.879999,1.16,2
9.79,33.130001,0
-33.400002,2.7,1
18.1,4.36,2
-29.700001,33.130001,4
39.299999,6.09,2
19.879999,1.76,2
9.79,33.130001,0
35.0,24.5,5
19.879999,1.86,2
-29.700001,33.130001,4
26.530001,6.09,2
19.879999,1.76,2
8.4,33.130001,0
-44.619999,-2.99,1
1.6,5.72,3
9.79,33.130001,0
26.530001,6.09,2
19.879999,1.76,2
9.79,33.130001,0
