x,y,cluster
-34.799999,0.79,0
-2.37,25.940001,3
13.43,32.299999,1
-30.02,2.79,0
-14.86,39.490002,2
15.46,28.52,1
17.450001,3.13,5
-20.58,31.879999,2
8.48,32.630001,1
-12.04,3.31,4
30.780001,41.549999,1
-9.76,38.419998,2
0.57,4.92,4
16.809999,43.349998,1
-39.299999,31.209999,2
-16.68,2.87,4
-42.82,28.34,2
-35.619999,-7.48,0
-34.799999,0.79,0
-2.37,25.940001,3
13.43,32.299999,1
-30.02,2.79,0
-14.86,39.490002,2
15.46,28.52,1
0.57,4.92,4
16.809999,43.349998,1
-31.700001,28.52,2
-12.04,3.31,4
30.780001,41.549999,1
13.43,32.299999,1
-34.799999,0.79,0
-2.37,25.940001,3
-9.76,36.400002,2
-12.04,3.31,4
-2.37,25.940001,3
13.43,32.299999,1
-34.799999,0.79,0
-2.37,25.940001,3
-9.76,38.419998,2
-34.799999,0.79,0
-2.37,25.940001,3
13.43,32.299999,1
-30.02,2.79,0
-14.86,39.490002,2
15.46,28.52,1
-12.04,3.31,4
30.780001,41.549999,1
15.46,28.52,1
0.57,4.92,4
16.809999,43.349998,1
13.43,29.9,1
-12.04,4.59,4
30.780001,41.549999,1
-31.700001,28.52,2
-34.799999,0.79,0
-2.37,25.940001,3
13.43,32.299999,1
-12.04,3.31,4
-2.37,25.940001,3
13.43,32.299999,1
-28.1,0.79,0
-2.37,25.940001,3
-9.76,38.419998,2
-34.799999,0.79,0
-2.37,25.940001,3
25.5,38.419998,1
-34.799999,0.79,0
-2.37,25.940001,3
13.43,32.299999,1
-30.02,2.79,0
-14.86,39.490002,2
15.46,28.52,1
-34.799999,0.79,0
-21.799999,25.940001,2
15.46,28.52,1
-28.1,0.79,0
-14.86,39.490002,2
15.46,28.52,1
0.57,4.92,4
30.780001,41.549999,1
-35.599998,28.52,2
-12.04,4.59,4
16.809999,43.349998,1
13.43,29.9,1
-34.799999,0.79,0
30.780001,41.549999,1
15.46,28.52,1
