x,y,cluster
9.53,24.290001,0
-20.200001,22.139999,1
-0.63,29.469999,2
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
-0.63,29.469999,2
-0.63,29.469999,2
-7.1,22.139999,2
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
-20.200001,22.139999,1
9.53,24.290001,0
-0.63,29.469999,2
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-0.63,29.469999,2
-0.9,29.469999,2
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
-0.63,29.469999,2
-0.9,29.469999,2
-0.9,29.469999,2
9.53,24.290001,0
-0.9,29.469999,2
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
-6.4,29.469999,2
9.53,24.290001,0
9.53,24.1,0
-0.9,24.700001,2
-0.9,29.469999,2
9.53,24.290001,0
-20.200001,22.139999,1
-7.3,29.469999,2
-0.9,29.469999,2
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
24.6,10.0,3
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
-7.3,29.469999,2
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-4.8,24.290001,2
-20.200001,22.139999,1
-20.200001,22.139999,1
9.53,24.290001,0
-20.200001,22.139999,1
-4.8,24.290001,2
-4.8,24.290001,2
-20.200001,22.139999,1
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-20.200001,22.139999,1
-4.8,24.290001,2
9.53,24.290001,0
6.9,22.139999,0
9.53,24.290001,0
-20.200001,22.139999,1
6.9,22.139999,0
-3.2,24.290001,2
-20.200001,22.139999,1
6.9,22.139999,0
-20.200001,22.139999,1
-4.8,24.290001,2
9.53,24.290001,0
-20.200001,22.139999,1
6.9,22.139999,0
6.9,22.139999,0
6.9,22.139999,0
6.9,22.139999,0
-3.2,24.290001,2
-3.2,24.290001,2
6.9,22.139999,0
9.53,24.290001,0
-20.200001,22.139999,1
-3.2,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
6.9,22.139999,0
6.9,22.139999,0
6.9,22.139999,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
6.9,32.200001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
6.9,22.139999,0
6.9,22.139999,0
9.53,21.6,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,21.6,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
3.6,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
1.4,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
-2.8,24.290001,2
-20.200001,22.139999,1
9.53,24.290001,0
1.4,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-0.6,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,26.799999,0
-0.6,24.290001,2
9.53,24.290001,0
-0.6,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,26.799999,0
9.53,24.290001,0
10.2,22.139999,0
9.53,28.299999,0
-0.6,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
-0.6,24.290001,2
9.53,26.799999,0
9.53,26.799999,0
9.53,28.299999,0
-0.9,24.290001,2
9.53,24.290001,0
-0.6,24.290001,2
9.53,24.290001,0
-20.200001,22.139999,1
-0.9,24.290001,2
9.53,24.290001,0
9.53,26.799999,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
9.53,24.290001,0
9.53,32.700001,0
9.53,24.290001,0
-0.2,24.290001,2
9.53,24.290001,0
-0.9,24.290001,2
9.53,24.290001,0
-20.200001,22.139999,1
9.53,32.700001,0
9.53,24.290001,0
9.53,24.290001,0
-0.2,24.290001,2
-0.2,24.290001,2
-20.200001,22.139999,1
9.53,24.290001,0
-20.200001,22.139999,1
-0.2,24.290001,2
-0.2,24.290001,2
9.53,24.290001,0
9.53,24.290001,0
-20.200001,22.139999,1
-0.2,24.290001,2
9.53,24.290001,0
-20.200001,22.139999,1
-0.2,24.290001,2
-0.2,24.290001,2
-0.2,24.290001,2
-20.200001,22.139999,1
-0.2,24.290001,2
-0.2,26.700001,2
9.53,24.290001,0
9.53,24.290001,0
9.53,24.290001,0
