x,y,cluster
18.23,1.58,5
28.459999,38.810001,3
38.060001,10.39,1
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
0.68,1.2,5
22.16,38.509998,3
-20.200001,22.139999,2
-40.43,3.85,4
-29.110001,-8.92,4
-0.63,29.469999,0
-44.599998,0.86,4
17.27,25.219999,0
-21.9,40.310001,2
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
0.68,1.2,5
22.16,38.509998,3
-20.200001,22.139999,2
36.0,0.86,1
22.16,26.700001,3
-20.200001,22.139999,2
0.68,1.2,5
17.27,25.219999,0
-21.9,40.310001,2
-44.599998,0.86,4
-29.110001,-8.92,4
-0.63,29.469999,0
-37.200001,3.66,4
17.27,25.219999,0
-21.9,40.310001,2
-40.43,3.85,4
-20.700001,25.219999,2
-21.9,40.310001,2
-44.599998,0.86,4
-29.110001,-8.92,4
-0.63,29.469999,0
-40.43,3.85,4
22.16,38.509998,3
-7.1,22.139999,0
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
0.68,1.2,5
22.16,38.509998,3
-20.200001,22.139999,2
-40.43,3.85,4
-20.700001,25.219999,2
-21.9,40.310001,2
-40.43,3.85,4
-42.700001,26.700001,2
-20.200001,22.139999,2
0.68,1.2,5
22.16,26.700001,3
-20.200001,22.139999,2
-44.599998,0.86,4
-29.110001,-8.92,4
9.53,24.290001,0
41.650002,3.88,1
-42.209999,22.01,2
-0.63,29.469999,0
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
0.68,1.2,5
22.16,38.509998,3
-20.200001,22.139999,2
41.650002,3.88,1
-42.209999,22.01,2
9.53,24.290001,0
-40.43,2.91,4
-42.700001,26.700001,2
9.53,24.290001,0
41.650002,2.86,1
-42.209999,15.9,2
-20.200001,22.139999,2
41.650002,3.88,1
-42.209999,22.01,2
-0.63,29.469999,0
41.650002,3.88,1
-42.209999,22.01,2
-0.9,29.469999,0
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
41.650002,2.86,1
-42.209999,22.01,2
9.53,24.290001,0
0.68,1.2,5
22.16,38.509998,3
-20.200001,22.139999,2
41.650002,3.88,1
22.16,38.509998,3
-20.200001,22.139999,2
0.68,1.2,5
-42.209999,22.299999,2
-0.9,42.299999,0
41.650002,3.88,1
-42.209999,22.01,2
-0.63,29.469999,0
41.650002,3.88,1
-42.209999,22.01,2
