x,y,cluster
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
17.389999,36.029999,2
-33.139999,3.84,4
21.059999,15.24,1
30.92,27.1,2
-26.4,0.56,4
-43.07,33.330002,5
36.880001,7.18,3
42.470001,0.24,3
23.799999,19.91,1
-43.259998,33.049999,5
-14.08,2.61,0
18.15,24.870001,1
41.860001,22.059999,3
-23.6,0.26,4
24.299999,8.43,1
41.360001,40.299999,2
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
17.389999,36.029999,2
-16.5,0.24,0
23.799999,19.91,1
17.389999,36.029999,2
-14.08,2.61,0
18.15,24.870001,1
41.860001,22.059999,3
-14.08,2.61,0
18.15,24.870001,1
41.860001,22.059999,3
7.92,4.41,0
31.09,42.98,2
17.389999,36.029999,2
-26.4,0.56,4
43.5,3.69,3
25.32,12.42,1
-10.22,1.09,0
13.4,33.330002,2
36.880001,7.18,3
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
17.389999,36.029999,2
7.92,4.41,0
31.09,42.98,2
-43.5,-1.5,4
32.400002,4.41,1
13.4,33.330002,2
36.880001,7.18,3
42.099998,4.41,3
31.09,42.98,2
25.32,12.42,1
-26.4,0.56,4
18.15,24.870001,1
41.860001,22.059999,3
-14.08,2.61,0
43.5,-10.2,3
25.32,12.42,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-36.0,4.41,4
31.09,42.98,2
25.32,12.42,1
-26.4,4.5,4
18.15,24.870001,1
36.880001,7.18,3
7.92,4.41,0
43.5,3.69,3
25.32,12.42,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
7.92,4.41,0
-29.799999,42.98,5
38.900002,9.6,3
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
25.32,12.42,1
-26.4,4.5,4
18.15,24.870001,1
25.32,9.6,1
-6.5,4.41,0
31.09,42.98,2
36.880001,7.18,3
7.92,4.41,0
43.5,3.69,3
25.32,5.2,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
25.32,9.6,1
-33.599998,4.5,4
18.15,24.870001,1
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
25.32,12.42,1
32.700001,4.5,1
18.15,24.870001,1
25.32,9.6,1
-26.4,4.5,4
18.15,32.0,2
25.32,12.6,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
18.15,32.0,2
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
25.32,0.3,1
-10.22,1.09,0
-21.299999,42.98,5
25.32,7.3,1
7.92,4.41,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
43.5,3.69,3
25.32,12.42,1
-10.22,2.95,0
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
18.15,24.870001,1
43.299999,12.6,3
-26.4,4.85,4
18.15,32.0,2
25.32,9.6,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-26.4,0.43,4
18.15,32.0,2
25.32,9.6,1
-26.4,4.5,4
29.4,32.0,2
25.32,9.6,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
-26.4,4.5,4
31.09,42.98,2
25.32,9.6,1
7.92,4.41,0
18.15,24.870001,1
43.299999,12.6,3
-10.22,1.09,0
-21.299999,42.98,5
25.32,23.9,1
7.92,4.41,0
43.5,3.69,3
25.32,22.200001,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
10.6,1.09,0
31.09,42.98,2
25.32,9.6,1
7.92,4.41,0
-21.299999,42.98,5
25.32,23.9,1
-28.0,3.0,4
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
31.09,42.98,2
25.32,9.6,1
-26.4,4.68,4
31.09,42.98,2
25.32,9.6,1
-26.4,4.5,4
31.09,42.98,2
25.32,9.6,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.9,1
-10.22,1.09,0
43.099998,19.6,3
25.32,12.42,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.42,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
7.92,4.41,0
31.09,42.98,2
25.32,9.6,1
-10.22,1.09,0
43.5,3.69,3
25.32,12.9,1
-10.22,1.09,0
43.099998,19.6,3
25.32,12.42,1
-26.4,4.68,4
31.09,42.98,2
25.32,9.6,1
-28.0,3.0,4
31.09,42.98,2
25.32,9.6,1
-28.0,5.97,4
43.099998,19.6,3
25.32,12.42,1
