x,y,cluster
-12.04,3.31,1
0.57,4.92,0
-16.68,2.87,1
0.57,4.92,0
-12.04,3.31,1
-12.04,3.31,1
-12.04,3.31,1
0.57,4.92,0
-12.04,4.59,1
-12.04,3.31,1
0.57,4.92,0
-12.04,4.59,1
-12.04,4.63,1
-12.04,4.63,1
0.57,4.92,0
0.57,4.92,0
0.57,4.92,0
-12.04,4.63,1
0.57,0.46,0
0.57,4.92,0
0.57,4.92,0
0.57,4.92,0
0.57,4.92,0
0.57,4.92,0
0.57,2.05,0
0.57,0.46,0
0.57,0.46,0
0.57,2.05,0
-4.3,4.92,2
0.57,4.92,0
-4.3,4.92,2
0.57,2.05,0
0.57,0.46,0
-4.3,4.92,2
0.57,0.46,0
0.57,0.46,0
-4.3,4.92,2
-4.3,4.92,2
-4.3,4.92,2
-4.3,4.92,2
-4.3,0.62,2
-4.3,4.92,2
-4.3,1.28,2
-4.3,1.28,2
-19.6,2.79,1
